name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fir_close,hours_sat_open,hours_sat_close,6
Pancho Villa,mexican,,Kauppurienkatu 6,Oulu,90100,3.58400847595e+11,,3.0,1,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1200.0,2400.0,1200.0,2200.0,
Ravintola Rauhala,venues & event spaces,modern european,Mannenkatu 4,Oulu,90130,3.58405533079e+11,,3.5,2,1030.0,1330.0,1030.0,1330.0,1030.0,1330.0,1030.0,1330.0,1030.0,1330.0,,,,,
Salad & Café Olivia,salad,coffee & tea,Kirkkokatu 33,Oulu,90100,3.584055375e+11,,4.0,1,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,1000.0,1800.0,,,
La Torrefazione,italian,breakfast & brunch,Isokatu 25,Oulu,90100,3.58942893711e+11,,5.0,1,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2100.0,900.0,2100.0,1100.0,1800.0,
Hemingway's Rotuaari,pubs,coffee & tea,kirkkokatu 13,Oulu,90100,3588378124.0,,4.0,2,1400.0,2300.0,1400.0,2300.0,1400.0,100.0,1400.0,100.0,1400.0,200.0,1100.0,200.0,1400.0,2300.0,
Rosso,italian,,Isokatu 24,Oulu,90100,3.5844788673e+11,,4.0,1,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1100.0,1900.0,,,,,,,
Vanilla Uniresta,buffets,,Torikatu 34-40,Oulu,90100,35885303008.0,,3.0,1,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,800.0,1800.0,1130.0,1530.0,,,
Indian Cuisine,indian,,Kajaaninkatu 38,Oulu,90100,35885301640.0,,4.0,3,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1200.0,2300.0,1200.0,2100.0,
Garam Masala,indian,,Kajaaninkatu 27,Oulu,90100,35883111999.0,,4.5,2,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0,1700.0,2200.0,1100.0,1500.0,
Pizzarium,pizza,,Kauppurienkatu 15,Oulu,90100,3.58505930888e+11,,4.0,1,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1100.0,1800.0,
Burger King,burgers,fast food,Kirkkokatu 17,Oulu,90100,,,3.0,1,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,500.0,900.0,500.0,1000.0,2300.0,
Ravintola Hella,modern european,,Isokatu 13,Oulu,90100,3588371180.0,,4.5,2,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2200.0,1030.0,2300.0,1500.0,2300.0,,,
Sticky Wingers,sports bars,american (traditional),Torikatu 21,Oulu,90100,3.58104233227e+11,,3.0,1,1600.0,2200.0,1600.0,2200.0,1600.0,2300.0,1600.0,2300.0,1600.0,300.0,1400.0,300.0,1400.0,2200.0,
Tähtitornin kahvila,landmarks & historical buildings,,Merikosken sillat 1,Oulu,90100,,,4.5,2,,,,,,,,,,,,,,,
Friends & Brgrs,burgers,,Isokatu 25,Oulu,90590,3.58406464415e+11,,3.0,1,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1100.0,1800.0,
Kiikku,coffee & tea,internet cafes,Ainolanpolku 1,Oulu,90100,3.58451328806e+11,,4.0,1,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,
Lila's Deli,buffets,,Kirkkokatu 17,Oulu,90100,3.58408454308e+11,,4.0,1,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,500.0,1000.0,500.0,1200.0,2200.0,
Kotipizza,pizza,,Hallituskatu 25,Oulu,90100,35888811644.0,,5.0,1,,,,,,,,,,,,,,,
Ravintola Zakuska,russian,,Hallituskatu 13-17,Oulu,90100,3588379369.0,,5.0,1,1600.0,2300.0,1600.0,2300.0,1600.0,2300.0,1600.0,2300.0,1600.0,2300.0,,,,,
Lekker 61,modern european,breakfast & brunch,Isokatu 61,Oulu,90100,3.58447774641e+11,,5.0,1,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,900.0,1900.0,1100.0,1800.0,,,
Liberty,cafeteria,ice cream & frozen yogurt,Corso Vittorio Emanuele 350,Villabate,90134,39091328929.0,,3.5,2,,,,,,,,,,,,,,,
Pizza Ferrari,pizza,,Corso Vittorio Emanuele 184,Villabate,90039,3.90916111841e+11,,5.0,2,,,,,,,,,,,,,,,
Il Cantastorie,italian,,Via Messina Marine 166,Palermo,90100,3.90916211121e+11,,2.0,1,,,,,,,,,,,,,,,
Villa Pizza + Cento Panini,sandwiches,,"Località Roccella, via Pecoraino",Palermo,90124,,,3.0,1,,,,,,,,,,,,,,,
sfizi di mare,seafood,,via ponte di mare 61,Palermo,90123,3.90916166725e+11,,5.0,1,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,2000.0,900.0,1500.0,,,
Vabres Isidoro,bars,cafes,Corso dei Mille 572,Palermo,90100,39091391504.0,,5.0,1,,,,,,,,,,,,,,,
La Staffa,italian,,Sal Belmonte 2A,Palermo,90142,39091544003.0,,5.0,1,,,,,,,,,,,,,,,
Roadhouse,fast food,,Parcheggio Forum,PA,,,,3.0,1,,,,,,,,,,,,,,,
Ricotta Pietro,bistros,,Via Messina Marine 129,Palermo,90121,39091393378.0,,4.0,1,,,,,,,,,,,,,,,
Antica Focacceria San Francesco,italian,,Via Alessandro Paternostro 58,Palermo,90133,39091320264.0,,4.0,44,,,,,,,,,,,,,,,
Ferro di Cavallo,italian,,Via Venezia 20,Palermo,90133,39091331835.0,,4.0,35,,,,,,,,,,,,,,,
Bar Touring,bars,pizza,Via Lincoln 18,Palermo,90123,3.90916167242e+11,,4.0,17,,,,,,,,,,,,,,,
Buatta,sicilian,,Via Vittorio Emanuele 176,Palermo,90133,39091322378.0,,4.0,14,1300.0,1500.0,1930.0,2300.0,1300.0,1500.0,1930.0,2300.0,1300.0,1500.0,1930.0,2300.0,1300.0,1500.0,
Bisso,bistros,italian,Via Maqueda 172A,Palermo,90133,3.93281314595e+11,,4.0,15,900.0,2330.0,900.0,2330.0,900.0,2330.0,900.0,2330.0,900.0,2330.0,900.0,2330.0,,,
Nni Franco 'u Vastiddaru,sandwiches,sicilian,Via Vittorio Emanuele 102,Palermo,90133,39091325987.0,,4.0,13,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,
Casa del Brodo,italian,,Via Vittorio Emanuele 175,Palermo,90133,39091321655.0,,4.5,13,,,,,,,,,,,,,,,
Osteria Ballaro,italian,,"Via Calascibetta, 25 Pa",Palermo,90133,3.90917910184e+11,,4.0,10,,,,,,,,,,,,,,,
Bar Touring,cafes,,Via Roma 252,Palermo,90100,39091517682.0,,4.0,9,630.0,1100.0,630.0,1100.0,630.0,1100.0,630.0,1100.0,630.0,1100.0,630.0,2400.0,630.0,2400.0,
Pani Ca' Meusa,italian,food trucks,Porta Carbone,Palermo,90133,3.90449132343e+12,,5.0,8,,,,,,,,,,,,,,,
Carlo V,italian,,Piazza Bologni 22,Palermo,90134,39091328856.0,,3.5,7,,,,,,,,,,,,,,,
Osteria dei Vespri,restaurants,,Piazza Croce dei Vespri 6,Palermo,90133,,,4.5,6,,,,,,,,,,,,,,,
Il Mirto e La Rosa,italian,vegetarian,Via di Granatelli 30,Palermo,90139,39091324353.0,,3.5,7,1200.0,1500.0,1900.0,2300.0,1200.0,1500.0,1900.0,2300.0,1200.0,1500.0,1900.0,2300.0,1200.0,1500.0,
Le Delizie di Cagliostro,sicilian,,Corso Vittorio Emanuele 150,Palermo,90133,39091332818.0,,3.5,6,,,,,,,,,,,,,,,
Al Covo dei Beati Paoli,pizza,,Piazza P Marina 50,Palermo,90133,3.90916166634e+11,,3.0,6,,,,,,,,,,,,,,,
Cana Enoteca,wine bars,italian,Via Alloro 105,Palermo,90133,3.90039345593e+15,,4.5,5,,,,,,,,,,,,,,,
Pizzeria Bellini di Salvatore e Michele Militello,pizza,italian,Piazza Bellini 6,Palermo,90133,3.90916165691e+11,,2.5,7,,,,,,,,,,,,,,,
Palazzo Trabucco,seafood,sicilian,Via dei Bottai 24,Palermo,90133,39091326123.0,,3.5,5,,,,,,,,,,,,,,,
Lucchese Giuseppe,cafes,ice cream & frozen yogurt,Discesa Maccheronai 65,Palermo,90133,,,3.0,5,,,,,,,,,,,,,,,
Gagini,italian,,Via Cassari 35,Palermo,90133,39091589918.0,,5.0,3,1300.0,1500.0,2000.0,2300.0,1300.0,1500.0,2000.0,2300.0,1300.0,1500.0,2000.0,2300.0,1300.0,1500.0,
Trattoria da Salvo,sicilian,,Piazza Kalsa,Palermo,90133,3.93343351329e+11,,4.0,3,,,,,,,,,,,,,,,
Lucchese 1937,ice cream & frozen yogurt,cafeteria,Piazza San Domenico 11,Palermo,90133,,,3.5,3,,,,,,,,,,,,,,,
Primi Piatti,sicilian,,Vicolo San Giuseppe  2B,Palermo,90134,3.9091611111e+11,,4.5,6,1200.0,1530.0,1900.0,2300.0,1200.0,1530.0,1900.0,2300.0,1200.0,1530.0,1900.0,2300.0,1200.0,1530.0,
Mangia & Bevi,sicilian,bars,Largo cavalieri di Malta 18,Palermo,90133,3.90915073943e+11,,4.5,3,,,,,,,,,,,,,,,
da Ciccio,italian,,Via Firenze 6,Palermo,90133,3.90916023259e+11,,4.0,3,,,,,,,,,,,,,,,
SantAndrea,italian,,Piazza Sant'Andrea 4,Palermo,90133,3909133499.0,,4.5,3,,,,,,,,,,,,,,,
Bar Rosanero,bars,italian,Piazzetta Porta Reale 6,Palermo,90133,3.90916177713e+11,,4.5,3,,,,,,,,,,,,,,,
Porta Agata,italian,,Piazza Porta Sant'Agata 10,Palermo,90134,3.9091652845e+11,,4.5,2,,,,,,,,,,,,,,,
Le Pergamene,italian,soup,Piazza Marina 48,Palermo,90133,3.90916166142e+11,,2.0,2,,,,,,,,,,,,,,,
Voglia Di Pizza,pizza,,Via Chiavettieri 7,Palermo,90133,3.93279053126e+11,,4.0,2,,,,,,,,,,,,,,,
Antica Trattoria Pizzeria Enzo,pizza,italian,Via Maurolico 17,Palermo,90127,3.90916163854e+11,,5.0,3,,,,,,,,,,,,,,,
Trattoria Trapani,sicilian,,Piazza Giulio Cesare 16,Palermo,90127,3.90916161642e+11,,4.5,2,,,,,,,,,,,,,,,
Gulu Ristorante,sicilian,,Piazza Marina N 24,Palermo,90133,39091336678.0,,2.5,3,,,,,,,,,,,,,,,
Il Maestro Del Brodo,italian,imported food,Vicolo dei Mezzani 7,Palermo,90133,39091329523.0,,4.0,2,,,,,,,,,,,,,,,
Nabucco Di Guzzo Costantino,italian,,Largo Cavalieri Di Malta 14,Palermo,90133,39091584763.0,,5.0,1,,,,,,,,,,,,,,,
Spillo e Mazzancolle,pizza,italian,Via Bottai 18,Palermo,90133,39091331124.0,,5.0,2,1200.0,1530.0,1800.0,2400.0,1200.0,1530.0,1800.0,2400.0,1200.0,1530.0,1800.0,2400.0,1200.0,1530.0,
Ai Tetti,italian,,Via Vittorio Emanuele 327,Palermo,90134,390918539.0,,4.0,1,,,,,,,,,,,,,,,
Garraffo,wine bars,mediterranean,Piazza Marina 5,Palermo,90133,3.93926904159e+11,,5.0,1,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,
Il Pipino Rosso,pizza,italian,Salita San Antonio 7,Palermo,90133,39091587615.0,,4.0,1,1100.0,1500.0,1900.0,2300.0,1100.0,1500.0,1900.0,2300.0,1100.0,1500.0,1900.0,2300.0,1100.0,1500.0,
Ciccio Passami L'Olio,pizza,italian,Via Castrofilippo 4,Palermo,90133,3.90916167109e+11,,5.0,1,2000.0,2400.0,2000.0,2400.0,2000.0,2400.0,2000.0,2400.0,2000.0,2400.0,2000.0,2400.0,2000.0,2400.0,
Cufu',cafes,sicilian,Via Bottai 6,Palermo,90133,3.93316003269e+11,,5.0,1,1800.0,100.0,1800.0,200.0,1800.0,200.0,1800.0,300.0,1700.0,100.0,,,,,
Trattoria Shangai,bistros,,Vicolo Mezzani 34,Palermo,90133,39091589702.0,,3.0,1,,,,,,,,,,,,,,,
Bar del Centro - Pasticceria Buscaglione,cafes,patisserie/cake shop,Via Maqueda 236,Palermo,90134,3.90916116831e+11,,5.0,1,,,,,,,,,,,,,,,
Polli Alla Brace di Lisciandrelli Benedetto,,,"Via 3s.maria di Gesu', 42",Palermo,90125,39091444508.0,,4.0,1,,,,,,,,,,,,,,,
Pelledoca,italian,,Piazza Marina,Palermo,90133,,,4.0,2,,,,,,,,,,,,,,,
A'nica,mediterranean,pizza,Via Alloro 135,Palermo,90133,3.90919826011e+11,,5.0,1,1200.0,1500.0,1900.0,2300.0,1200.0,1500.0,1900.0,2300.0,1200.0,1500.0,1900.0,2300.0,1200.0,1500.0,
Lucchese,cafes,ice cream & frozen yogurt,Piazza San Domenico 11,Palermo,90133,3.93274533838e+11,,4.0,1,,,,,,,,,,,,,,,
Fabbrica 102,bistros,pubs,Via Monteleone 32,Palermo,90133,3.90912515256e+11,,3.0,2,1830.0,200.0,1830.0,200.0,1830.0,200.0,1830.0,300.0,1830.0,300.0,,,,,
Vecchia Trattoria da Toto,italian,,Via Coltellieri 5,Palermo,90133,3.93333157558e+11,,2.0,1,,,,,,,,,,,,,,,
Frida Pizzeria,pizza,,Piazza Sant'Onofrio 37,Palermo,90134,3.9091550544e+11,,4.5,25,,,,,,,,,,,,,,,
Arancina D'Autore,fast food,italian,Via Maqueda 270,Palermo,90133,3.90916112009e+11,,4.0,13,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2400.0,1000.0,2400.0,1000.0,2300.0,
Da Bacco,pizza,sicilian,Via Orologio 29,Palermo,90133,3.93663963395e+11,,4.0,13,1130.0,2400.0,1130.0,2400.0,1130.0,2400.0,1130.0,2400.0,1130.0,130.0,1130.0,130.0,1130.0,30.0,
Villa San Giovanni degli Eremiti,sicilian,,Vicolo San Mercurio 26,Palermo,90134,3.90912531643e+11,,3.5,9,,,,,,,,,,,,,,,
I Cucci,italian,,Piazza Bologni 3,Palermo,90134,3.90917477151e+11,,4.5,10,830.0,2400.0,830.0,2400.0,830.0,2400.0,830.0,2400.0,830.0,2400.0,830.0,2400.0,830.0,2400.0,
Al 59,italian,,Piazza Verdi Giuseppe 59,Palermo,90138,39091583139.0,,2.0,6,,,,,,,,,,,,,,,
La Galleria,mediterranean,italian,Piazza Sett'Angeli 3,Palermo,90134,3.93299815433e+11,,5.0,9,1700.0,200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0,1100.0,200.0,1100.0,200.0,,,
FUD,burgers,italian,Piazza Olivella 4,Palermo,90133,3.90916112184e+11,,4.5,7,1230.0,1530.0,1900.0,100.0,1230.0,1530.0,1900.0,100.0,1230.0,1530.0,1900.0,100.0,1230.0,1530.0,
Osteria Proseccheria Mercede,italian,seafood,Via Pignatelli Aragona 52,Palermo,90138,39091332243.0,,4.5,6,1930.0,2330.0,1230.0,1530.0,1930.0,2330.0,1230.0,1530.0,1930.0,2330.0,1230.0,1530.0,1930.0,2330.0,
Al Vicolo,italian,,Via San Francesco Saverio,Palermo,90134,3.90916514032e+11,,4.0,5,,,,,,,,,,,,,,,
All'Antico Arco,italian,,Via Orologio 26,Palermo,90133,,,1.5,6,,,,,,,,,,,,,,,
Pizzeria Sciuscià di Todaro Manuela,pizza,italian,"Via Dante, 212",Palermo,90100,3.909168227e+11,,4.0,4,,,,,,,,,,,,,,,
Bar Marocco Di Valdina Elena,bars,cafes,Corso Vittorio Emanuele 494,Palermo,90134,3.90916511904e+11,,4.5,3,,,,,,,,,,,,,,,
Sesto Canto,mediterranean,,Via Sant'Oliva 26,Palermo,90141,39091324543.0,,4.5,3,,,,,,,,,,,,,,,
Margo,italian,,Piazza Sant' Onofrio 3,Palermo,90134,3.9091611823e+11,,2.5,4,,,,,,,,,,,,,,,
A'Cuncuma,italian,,Judica 21,Palermo,90134,3.90918872991e+11,,4.0,4,1930.0,2330.0,1930.0,2330.0,1930.0,2330.0,1930.0,2330.0,1930.0,2330.0,1930.0,2330.0,,,
Caffetteria del Corso,bars,cafeteria,Via Vittorio Emanuele 370,Palermo,90134,,,5.0,4,,,,,,,,,,,,,,,
Trattoria Vecchio Mafone,lumbard,,Via Judica 22,Palermo,90134,3.90915079621e+11,,4.0,2,,,,,,,,,,,,,,,
Caffè Pasticceria Spinnato,cafes,coffee & tea,Via Principe di Belmonte 111,Palermo,90139,3.90917495104e+11,,3.5,25,,,,,,,,,,,,,,,
Tondo,italian,,Via Michele Amari 12,Palermo,90139,,,3.5,8,,,,,,,,,,,,,,,
Vino e Pomodoro,italian,pizza,Via Principe di Belmonte 87,Palermo,90139,3.90915084231e+11,,3.5,8,,,,,,,,,,,,,,,
Giada,sicilian,cafeteria,Via Principe di Belmonte 64,Palermo,90139,39091331860.0,,4.0,6,,,,,,,,,,,,,,,
Tribeca,bars,japanese,via Mariano Stabile,Palermo,,,,4.5,6,,,,,,,,,,,,,,,
Lo Strascino,italian,,Via Regione Siciliana N. O 2282,Palermo,90135,39091401292.0,,3.5,5,,,,,,,,,,,,,,,
Solleóne2,fast food,sandwiches,Via Marcellini Tommaso 41,Palermo,90129,3.93275439395e+11,,4.5,6,,,,,,,,,,,,,,,
La Cubana,italian,cafes,Via Giuseppe Pitre' 143,Palermo,90135,3.90916522255e+11,,4.0,7,,,,,,,,,,,,,,,
Trattoria Biondo,italian,,Via Giosue' Carducci 15,Palermo,90141,39091583662.0,,4.0,7,,,,,,,,,,,,,,,
Enoteca Picone,"beer, wine & spirits",restaurants,Via Guglielmo Marconi 36,Palermo,90141,39091331300.0,,4.5,3,930.0,1330.0,1700.0,2330.0,930.0,1330.0,1700.0,2330.0,930.0,1330.0,1700.0,2330.0,930.0,1330.0,
I Cuochini,fast food,rotisserie chicken,Via Settimo Ruggero 68,Palermo,90139,39091581158.0,,4.5,3,830.0,1430.0,1700.0,1930.0,830.0,1430.0,1700.0,1930.0,830.0,1430.0,1700.0,1930.0,830.0,1430.0,
Taverna del Pavone,italian,,Vicolo Pensato 18,Monreale,90046,3.90916406209e+11,,4.0,4,,,,,,,,,,,,,,,
Bricco & Bacco di Sorrentino Giovanni,sicilian,steakhouses,Via B. D'Acquisto 13,Monreale,90046,3.90916417773e+11,,4.0,3,,,,,,,,,,,,,,,
La Cubana,bakeries,desserts,"Via Giuseppe Pitre', 141",Palermo,90135,39091213410.0,,4.5,2,,,,,,,,,,,,,,,
Peppino,italian,,Via Benedetto Civiletti 12,Monreale,90046,3.9091640777e+11,,2.5,2,,,,,,,,,,,,,,,
La Botte 1962,italian,buffets,Contrada Lenzitti S. S. 186 Km 10,Monreale (Pa),90046,39091414051.0,,4.0,2,,,,,,,,,,,,,,,
Bar de La Jeunesse,bars,cafes,Corso Calatafimi 1061,Palermo,90129,3.90916685465e+11,,4.0,2,,,,,,,,,,,,,,,
Al Casato dei Ventimiglia,italian,,Via del Bastione 22,Palermo,90134,39091213921.0,,4.0,2,900.0,1330.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,
Pasticceria Albicocco Vincenzo,cafes,,Via Carmelo Trasselli 34,Palermo,90129,3.90916451943e+11,,4.5,2,,,,,,,,,,,,,,,
Pastellaria Mirto,bars,italian,Piazza Vittorio Emanuele 5,Monreale,90046,3.90916404525e+11,,3.5,3,,,,,,,,,,,,,,,
Clood pizza,pizza,,Via Chinnici Generale Domenico 32,Palermo,90135,3.90916682753e+11,,3.0,1,,,,,,,,,,,,,,,
Al Manar e C.,mediterranean,pizza,Via S Isidoro Alla Guilla 25,Palermo,90134,39091327602.0,,3.5,2,,,,,,,,,,,,,,,
Osteria Peper's Club,pubs,italian,Via Cappuccini Palermo 10,Monreale,90046,3.9091640222e+11,,4.0,2,,,,,,,,,,,,,,,
Al Cerino D'Oro,pizza,,Corso Calatafimi 240,Palermo,90100,3.90916570623e+11,,3.5,3,1900.0,2330.0,1900.0,2330.0,1900.0,2330.0,1900.0,2330.0,1900.0,2330.0,1900.0,2330.0,,,
Clood Pizza,restaurants,,Via Generale Domenico Chinnici 32,Palermo,90135,39091668275.0,,1.0,1,,,,,,,,,,,,,,,
Pasticceria Massaro,cafes,desserts,Via Ernesto Basile 26,Palermo,90128,39091489922.0,,5.0,2,,,,,,,,,,,,,,,
All Fondaco del Conte,italian,mediterranean,Piazza Conte Federico 24,Palermo,90134,3.90916522312e+11,,3.0,1,,,,,,,,,,,,,,,
Pizzeria Guglielmo,pizza,italian,Piazza Guglielmo II 5,Monreale,90046,3.90916403442e+11,,5.0,2,900.0,2400.0,900.0,2400.0,900.0,2400.0,900.0,2400.0,900.0,2400.0,900.0,2400.0,900.0,2400.0,
Testagrossa Stefano,pizza,,Corso Calatafimi 795,Palermo,90129,39091425315.0,,3.5,2,,,,,,,,,,,,,,,
Mangia che è Buono,pizza,italian,Viale Regione Siciliana 4211,Palermo,90125,3.90916482403e+11,,4.0,2,1700.0,2330.0,1700.0,2330.0,1700.0,2330.0,1700.0,2330.0,1700.0,2330.0,1700.0,2330.0,,,
La Cueva,italian,,Via Delle Balate 15,Palermo,90134,39091591255.0,,4.5,2,,,,,,,,,,,,,,,
Trattoria Family,italian,,Via cappucini 12,Palermo,90129,3.93403591775e+11,,4.0,3,,,,,,,,,,,,,,,
Panificio Manzella,desserts,pizza,Via Titina de Filippo 2,Palermo,,3.93895304233e+11,,3.0,1,,,,,,,,,,,,,,,
Le Volte,pizza,italian,Via Agrigento 12,Palermo,90141,3.90916259999e+11,,4.0,1,,,,,,,,,,,,,,,
Gatto Nero Jazz Club Giancarlo,,,Rua Formaggi 15,Palermo,90134,39091331418.0,,3.0,1,,,,,,,,,,,,,,,
Antica Caffetteria,cafes,ice cream & frozen yogurt,Via Ballaro 29,Palermo,90134,3.90916161616e+11,,5.0,1,,,,,,,,,,,,,,,
Ventimiglia Antonio,bars,cafes,Corso Vittorio Emanuele 434,Palermo,90134,3.90916512185e+11,,4.0,1,,,,,,,,,,,,,,,
Trattoria Pizzeria Monreale,italian,,Piazetta Via Ritiro 6,Monreale,90046,3.90916401664e+11,,3.0,1,,,,,,,,,,,,,,,
La Grotta,italian,,C/so Dei Mille 94,Palermo,90123,3.90916165216e+11,,2.5,2,,,,,,,,,,,,,,,
Stravizi,italian,,via Filangeri 22,Palermo,90133,3.90916177917e+11,,5.0,1,,,,,,,,,,,,,,,
Ai Normanni,italian,,Piazza Vittoria 25,Palermo,90134,3.90916516011e+11,,3.5,2,,,,,,,,,,,,,,,
Bar Gelateria Al Negretto,cafes,coffee & tea,Corso Tukory 39,Palermo,90134,3.90916162247e+11,,4.0,1,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,
Gadir,italian,,Via Dello Spasimo 44,Palermo,90133,3.90916101215e+11,,4.0,1,,,,,,,,,,,,,,,
Cotto A Legna,italian,,South 3rd Street 500,Palermo,90129,3.93312480263e+11,,4.5,2,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,200.0,1100.0,200.0,1100.0,2200.0,
Al Sedano Allegro,restaurants,,P. Magione 28,Palermo,90133,3.90916172371e+11,,3.0,1,,,,,,,,,,,,,,,
Filiciuzza,pizza,,Via Salamone Marino,Palermo,90127,,,3.0,1,,,,,,,,,,,,,,,
Al Village,italian,,,Palermo,90100,,,3.0,1,,,,,,,,,,,,,,,
Zummo,pizza,,Via del Vespro 46,Palermo,90127,3.90916166108e+11,,5.0,1,1030.0,2300.0,1030.0,2300.0,1030.0,2300.0,1030.0,2300.0,1030.0,2300.0,1030.0,2300.0,1830.0,2300.0,
Da Mimi,italian,,Via del Papireto 35,Palermo,90134,3.90915071356e+11,,4.0,1,,,,,,,,,,,,,,,
Barresi Carni e Salumi,grocery,barbeque,Via Papireto 64,Palermo,90134,3.90915083081e+11,,5.0,2,830.0,2300.0,830.0,2300.0,830.0,2300.0,830.0,2300.0,830.0,2300.0,830.0,2300.0,,,
La Brace,pizza,,Via Papireto 44,Palermo,90134,39091323907.0,,5.0,1,,,,,,,,,,,,,,,
Papyrus,pizza,italian,Piazza Papireto 15,Palermo,90134,3.90916014528e+11,,5.0,1,1200.0,2330.0,1200.0,2330.0,1200.0,2330.0,1200.0,2330.0,1200.0,30.0,1200.0,2330.0,,,
Al Santa Caterina,restaurants,,Localita' Cortile Santa Caterina 1,Palermo,90131,3.90916622094e+11,,3.0,1,,,,,,,,,,,,,,,
Al Desco,italian,,Via Judica 23,Palermo,90134,3.90916090587e+11,,3.0,1,,,,,,,,,,,,,,,
Da Massimo Di Pizzimenti Calogero,bistros,,Via Papireto 15,Palermo,90134,3.90916014528e+11,,5.0,1,,,,,,,,,,,,,,,
Ai Cascinari,italian,,Via D'ossuna 43,Palermo,90138,3.90916519804e+11,,4.0,1,,,,,,,,,,,,,,,
Subway,fast food,sandwiches,Merikoskenkatu 7 L 48,Oulu,90500,3.58104008125e+11,,4.0,1,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,1000.0,2300.0,
Noodle Bar9,asian fusion,,Merikoskenkatu 9,Oulu,90500,3.58841529999e+11,,5.0,4,1030.0,1900.0,1030.0,1900.0,1030.0,1900.0,1030.0,1900.0,1030.0,1900.0,1100.0,1800.0,,,
Lasaretti,hotels,restaurants,Kasarmintie 13,Oulu,90100,3.582075747e+11,,4.0,1,,,,,,,,,,,,,,,
Upseerikerho,buffets,scandinavian,Veteraanikatu 2,Oulu,90100,3.58403193022e+11,,2.0,1,,,,,,,,,,,,,,,
Max Hamburgare,burgers,,Västra Esplanaden 20,Umeå,,4690120070.0,1.0,3.5,4,1000.0,200.0,1000.0,200.0,1000.0,200.0,1000.0,200.0,1000.0,400.0,1000.0,400.0,1000.0,200.0,
Great Eastern,chinese,sushi bars,Magasinsg. 17,Umeå,,4690138838.0,2.0,2.5,3,1100.0,1330.0,1600.0,2100.0,1100.0,1330.0,1600.0,2100.0,1100.0,1330.0,1600.0,2100.0,1100.0,1330.0,
Subway,fast food,sandwiches,Rådhusesplanaden 17E,Umeå,,,1.0,4.0,3,,,,,,,,,,,,,,,
Restaurang Taormina,restaurants,,Östra Kyrkogatan 59B,Umeå,,4690129542.0,,4.0,1,,,,,,,,,,,,,,,
Amphigas,thai,,"Vallmovägen 71 ,",Umeå,,4690137108.0,,5.0,1,,,,,,,,,,,,,,,
Osteria Lo Bianco,vegetarian,sicilian,Via Emerico Amari 104,Palermo,90139,3.90912514906e+11,,4.0,10,1230.0,1530.0,1930.0,2230.0,1230.0,1530.0,1930.0,2230.0,1230.0,1530.0,1930.0,2230.0,1230.0,1530.0,
La Corte dei Mangioni,italian,pizza,Via Sammartino 97,Palermo,90139,3.9091625536e+11,,4.5,10,,,,,,,,,,,,,,,
Piccolo Napoli,seafood,trattorie,Piazzetta Mulino a Vento 4,Palermo,90139,39091320431.0,,4.0,5,,,,,,,,,,,,,,,
